NODE,AREA,MODEL,DO1.MODULE_DO_OBJECTS.SIOTAG,OPARAM1.MODULE_OUT_PARAM_OBJECTS.FIELD_ADDRESS,OPARAM2.MODULE_OUT_PARAM_OBJECTS.FIELD_ADDRESS

