Profibus Line,Node Number,Node Name,Module Name,User Module,Component,Variable,IO Type
C3,9,ECR10GA10-3-RIO1,6ES7 322-8BH10-0AB0   16DA_24V,M2E2_79_5,M5_OUT_BOOL1_3,,OUT
C3,9,ECR10GA10-3-RIO1,6ES7 322-8BH10-0AB0   16DA_24V,M2E2_79_5,M5_OUT_BOOL1_4,,OUT
C3,9,ECR10GA10-3-RIO1,6ES7 322-8BH10-0AB0   16DA_24V,M2E2_79_5,M5_OUT_BOOL1_5,,OUT
C3,9,ECR10GA10-3-RIO1,6ES7 322-8BH10-0AB0   16DA_24V,M2E2_79_5,M5_OUT_BOOL1_6,,OUT
C3,9,ECR10GA10-3-RIO1,6ES7 322-8BH10-0AB0   16DA_24V,M2E2_79_5,M5_OUT_BOOL1_7,,OUT
C3,9,ECR10GA10-3-RIO1,6ES7 331-7TF01-0AB0   8AI HART,M2E2_79_6,M6_IN_INT0,1801YL001_AIN,IN
C3,9,ECR10GA10-3-RIO1,6ES7 331-7TF01-0AB0   8AI HART,M2E2_79_6,M6_IN_INT2,,IN
C3,9,ECR10GA10-3-RIO1,6ES7 331-7TF01-0AB0   8AI HART,M2E2_79_6,M6_IN_INT4,,IN
C3,9,ECR10GA10-3-RIO1,6ES7 331-7TF01-0AB0   8AI HART,M2E2_79_6,M6_IN_INT6,,IN
C3,9,ECR10GA10-3-RIO1,6ES7 331-7TF01-0AB0   8AI HART,M2E2_79_6,M6_IN_INT8,,IN
C3,9,ECR10GA10-3-RIO1,6ES7 331-7TF01-0AB0   8AI HART,M2E2_79_6,M6_IN_INT10,,IN
C3,9,ECR10GA10-3-RIO1,6ES7 331-7TF01-0AB0   8AI HART,M2E2_79_6,M6_IN_INT12,,IN
C3,9,ECR10GA10-3-RIO1,6ES7 331-7TF01-0AB0   8AI HART,M2E2_79_6,M6_IN_INT14,,IN
C3,10,5101YN011_DOL,Basistyp 2,M2E2_10_0,M0_IN_WORD0,5101YN011_STA,IN
C3,10,5101YN011_DOL,Basistyp 2,M2E2_10_0,M0_IN_UINT2,5101YN011_CT,IN
C3,10,5101YN011_DOL,Basistyp 2,M2E2_10_0,M0_OUT_WORD0,5101YN011_CT1,OUT
C3,11,5101YN008_SOS,Basistyp 2,M2E2_11_0,M0_IN_WORD0,5101YN008_STA,IN
C3,11,5101YN008_SOS,Basistyp 2,M2E2_11_0,M0_IN_UINT2,5101YN008_CT,IN
C3,11,5101YN008_SOS,Basistyp 2,M2E2_11_0,M0_OUT_WORD0,5101YN008_CT1,OUT
C3,12,5101YN012_DOL,Basistyp 2,M2E2_12_0,M0_IN_WORD0,5101YN012_STA,IN
C3,12,5101YN012_DOL,Basistyp 2,M2E2_12_0,M0_IN_UINT2,5101YN012_CT,IN
C3,12,5101YN012_DOL,Basistyp 2,M2E2_12_0,M0_OUT_WORD0,5101YN012_CT1,OUT
C3,13,5101YN013_DOL,Basistyp 2,M2E2_13_0,M0_IN_WORD0,5101YN013_STA,IN
C3,13,5101YN013_DOL,Basistyp 2,M2E2_13_0,M0_IN_UINT2,5101YN013_CT,IN
C3,13,5101YN013_DOL,Basistyp 2,M2E2_13_0,M0_OUT_WORD0,5101YN013_CT1,OUT
C3,14,5101YN014_DOL,Basistyp 2,M2E2_14_0,M0_IN_WORD0,5101YN014_STA,IN
C3,14,5101YN014_DOL,Basistyp 2,M2E2_14_0,M0_IN_UINT2,5101YN014_CT,IN
C3,14,5101YN014_DOL,Basistyp 2,M2E2_14_0,M0_OUT_WORD0,5101YN014_CT1,OUT
C3,15,5101YN015_DOL,Basistyp 2,M2E2_15_0,M0_IN_WORD0,5101YN015_STA,IN
C3,15,5101YN015_DOL,Basistyp 2,M2E2_15_0,M0_IN_UINT2,5101YN015_CT,IN
C3,15,5101YN015_DOL,Basistyp 2,M2E2_15_0,M0_OUT_WORD0,5101YN015_CT1,OUT
C3,16,5101YN016_DOL,Basistyp 2,M2E2_16_0,M0_IN_WORD0,5101YN016_STA,IN
C3,16,5101YN016_DOL,Basistyp 2,M2E2_16_0,M0_IN_UINT2,5101YN016_CT,IN
C3,16,5101YN016_DOL,Basistyp 2,M2E2_16_0,M0_OUT_WORD0,5101YN016_CT1,OUT
C3,17,5101YN017_DOL,Basistyp 2,M2E2_17_0,M0_IN_WORD0,5101YN017_STA,IN
C3,17,5101YN017_DOL,Basistyp 2,M2E2_17_0,M0_IN_UINT2,5101YN017_CT,IN
C3,17,5101YN017_DOL,Basistyp 2,M2E2_17_0,M0_OUT_WORD0,5101YN017_CT1,OUT
C3,18,5101YN018_DOL,Basistyp 2,M2E2_18_0,M0_IN_WORD0,5101YN018_STA,IN
C3,18,5101YN018_DOL,Basistyp 2,M2E2_18_0,M0_IN_UINT2,5101YN018_CT,IN
C3,18,5101YN018_DOL,Basistyp 2,M2E2_18_0,M0_OUT_WORD0,5101YN018_CT1,OUT
C3,19,5101YN019_DOL,Basistyp 2,M2E2_19_0,M0_IN_WORD0,5101YN019_STA,IN
C3,19,5101YN019_DOL,Basistyp 2,M2E2_19_0,M0_IN_UINT2,5101YN019_CT,IN
C3,19,5101YN019_DOL,Basistyp 2,M2E2_19_0,M0_OUT_WORD0,5101YN019_CT1,OUT
C3,20,1001YN013_DOL,Basistyp 2,M2E2_20_0,M0_OUT_WORD0,1001YN013_CT1,OUT
C3,20,1001YN013_DOL,Basistyp 2,M2E2_20_0,M0_IN_WORD0,1001YN013_STA,IN
C3,20,1001YN013_DOL,Basistyp 2,M2E2_20_0,M0_IN_UINT2,1001YN013_CT,IN
C3,21,1001YN011_DOL,Basistyp 2,M2E2_21_0,M0_OUT_WORD0,1001YN011_CT1,OUT
C3,21,1001YN011_DOL,Basistyp 2,M2E2_21_0,M0_IN_WORD0,1001YN011_STA,IN
C3,21,1001YN011_DOL,Basistyp 2,M2E2_21_0,M0_IN_UINT2,1001YN011_CT,IN
C3,22,1001YN012_DOL,Basistyp 2,M2E2_22_0,M0_OUT_WORD0,1001YN012_CT1,OUT
C3,22,1001YN012_DOL,Basistyp 2,M2E2_22_0,M0_IN_WORD0,1001YN012_STA,IN
C3,22,1001YN012_DOL,Basistyp 2,M2E2_22_0,M0_IN_UINT2,1001YN012_CT,IN
C3,23,1001YN005_DOL,Basistyp 2,M2E2_23_0,M0_OUT_WORD0,1001YN005_CT1,OUT
C3,23,1001YN005_DOL,Basistyp 2,M2E2_23_0,M0_IN_WORD0,1001YN005_STA,IN
C3,23,1001YN005_DOL,Basistyp 2,M2E2_23_0,M0_IN_UINT2,1001YN005_CT,IN
C3,24,1001YN008_VFD,"Standard telegram 20, PZD-2/6",M2E2_24_0,M0_OUT_WORD0,1001YN008_CTR,OUT
C3,24,1001YN008_VFD,"Standard telegram 20, PZD-2/6",M2E2_24_0,M0_OUT_INT2,1001YN008_VOU,OUT
C3,24,1001YN008_VFD,"Standard telegram 20, PZD-2/6",M2E2_24_0,M0_IN_WORD0,1001YN008_STA,IN
C3,24,1001YN008_VFD,"Standard telegram 20, PZD-2/6",M2E2_24_0,M0_IN_INT2,1001YN008_SP,IN
C3,24,1001YN008_VFD,"Standard telegram 20, PZD-2/6",M2E2_24_0,M0_IN_INT4,1001YN008_CT,IN
C3,24,1001YN008_VFD,"Standard telegram 20, PZD-2/6",M2E2_24_0,M0_IN_INT6,1001YN008_TQ,IN
C3,24,1001YN008_VFD,"Standard telegram 20, PZD-2/6",M2E2_24_0,M0_IN_INT8,1001YN008_PW,IN
C3,24,1001YN008_VFD,"Standard telegram 20, PZD-2/6",M2E2_24_0,M0_IN_WORD10,,IN
C3,25,1001YN010_DOL,Basistyp 2,M2E2_25_0,M0_OUT_WORD0,1001YN010_CT1,OUT
C3,25,1001YN010_DOL,Basistyp 2,M2E2_25_0,M0_IN_WORD0,1001YN010_STA,IN
C3,25,1001YN010_DOL,Basistyp 2,M2E2_25_0,M0_IN_UINT2,1001YN010_CT,IN
C3,26,5101YN005_DOL,Basistyp 2,M2E2_26_0,M0_IN_WORD0,5101YN005_STA,IN
C3,26,5101YN005_DOL,Basistyp 2,M2E2_26_0,M0_IN_UINT2,5101YN005_CT,IN
C3,26,5101YN005_DOL,Basistyp 2,M2E2_26_0,M0_OUT_WORD0,5101YN005_CT1,OUT
C3,27,5101YN042_DOL,Basistyp 2,M2E2_27_0,M0_IN_WORD0,5101YN042_STA,IN
C3,27,5101YN042_DOL,Basistyp 2,M2E2_27_0,M0_IN_UINT2,5101YN042_CT,IN
C3,27,5101YN042_DOL,Basistyp 2,M2E2_27_0,M0_OUT_WORD0,5101YN042_CT1,OUT
C3,28,5101YN006_DOL,Basistyp 2,M2E2_28_0,M0_IN_WORD0,5101YN006_STA,IN
C3,28,5101YN006_DOL,Basistyp 2,M2E2_28_0,M0_IN_UINT2,5101YN006_CT,IN
C3,28,5101YN006_DOL,Basistyp 2,M2E2_28_0,M0_OUT_WORD0,5101YN006_CT1,OUT
C3,29,5101YN003_DOL,Basistyp 2,M2E2_29_0,M0_IN_WORD0,5101YN003_STA,IN
C3,29,5101YN003_DOL,Basistyp 2,M2E2_29_0,M0_IN_UINT2,5101YN003_CT,IN
C3,29,5101YN003_DOL,Basistyp 2,M2E2_29_0,M0_OUT_WORD0,5101YN003_CT1,OUT
C3,30,5101YN036_SOS,Basistyp 2,M2E2_30_0,M0_OUT_WORD0,5101YN036_CT1,OUT
C3,30,5101YN036_SOS,Basistyp 2,M2E2_30_0,M0_IN_WORD0,5101YN036_STA,IN
C3,30,5101YN036_SOS,Basistyp 2,M2E2_30_0,M0_IN_UINT2,5101YN036_CT,IN
C3,32,5101YN026_SOS,Basistyp 2,M2E2_32_0,M0_IN_WORD0,5101YN026_STA,IN
C3,32,5101YN026_SOS,Basistyp 2,M2E2_32_0,M0_IN_UINT2,5101YN026_CT,IN
C3,32,5101YN026_SOS,Basistyp 2,M2E2_32_0,M0_OUT_WORD0,5101YN026_CT1,OUT
C3,33,5101YN027_SOS,Basistyp 2,M2E2_33_0,M0_IN_WORD0,5101YN027_STA,IN
C3,33,5101YN027_SOS,Basistyp 2,M2E2_33_0,M0_IN_UINT2,5101YN027_CT,IN
C3,33,5101YN027_SOS,Basistyp 2,M2E2_33_0,M0_OUT_WORD0,5101YN027_CT1,OUT
C3,34,5101YN028_SOS,Basistyp 2,M2E2_34_0,M0_IN_WORD0,5101YN028_STA,IN
C3,34,5101YN028_SOS,Basistyp 2,M2E2_34_0,M0_IN_UINT2,5101YN028_CT,IN
C3,34,5101YN028_SOS,Basistyp 2,M2E2_34_0,M0_OUT_WORD0,5101YN028_CT1,OUT
C3,35,5101YN037_SOS,Basistyp 2,M2E2_35_0,M0_IN_WORD0,5101YN037_STA,IN
C3,35,5101YN037_SOS,Basistyp 2,M2E2_35_0,M0_IN_UINT2,5101YN037_CT,IN
C3,35,5101YN037_SOS,Basistyp 2,M2E2_35_0,M0_OUT_WORD0,5101YN037_CT1,OUT
C3,36,1001PU_HW,16 Words Input,M2E2_36_0,M0_IN_DWORD0,1001YF017_AIN,IN
C3,36,1001PU_HW,16 Words Input,M2E2_36_0,M0_IN_DWORD4,1001YP037_AIN,IN
C3,36,1001PU_HW,16 Words Input,M2E2_36_0,M0_IN_DWORD8,1001YF018_AIN,IN
C3,36,1001PU_HW,16 Words Input,M2E2_36_0,M0_IN_DWORD12,1001YF019_AIN,IN
C3,36,1001PU_HW,16 Words Input,M2E2_36_0,M0_IN_DWORD16,1001YF020_AIN,IN
C3,36,1001PU_HW,16 Words Input,M2E2_36_0,M0_IN_DWORD20,1001YF022_AIN,IN
C3,36,1001PU_HW,16 Words Input,M2E2_36_0,M0_IN_DWORD24,1001YF023_AIN,IN
C3,36,1001PU_HW,16 Words Input,M2E2_36_0,M0_IN_DWORD28,1001YF024_AIN,IN
C3,36,1001PU_HW,16 Words Input,M2E2_36_1,M1_IN_DWORD0,1001YX005_AIN,IN
C3,36,1001PU_HW,16 Words Input,M2E2_36_1,M1_IN_DWORD4,1001YF003_AIN,IN
C3,36,1001PU_HW,16 Words Input,M2E2_36_1,M1_IN_DWORD8,1001YX001_AIN,IN
C3,36,1001PU_HW,16 Words Input,M2E2_36_1,M1_IN_DWORD12,1001YX002_AIN,IN
C3,36,1001PU_HW,16 Words Input,M2E2_36_1,M1_IN_DWORD16,1001YX004_AIN,IN
C3,36,1001PU_HW,16 Words Input,M2E2_36_1,M1_IN_DWORD20,1001YF005_AIN,IN
C3,36,1001PU_HW,16 Words Input,M2E2_36_1,M1_IN_DWORD24,1001YT001_AIN,IN
C3,36,1001PU_HW,16 Words Input,M2E2_36_1,M1_IN_DWORD28,1001YF008_AIN,IN
C3,36,1001PU_HW,16 Words Input,M2E2_36_2,M2_IN_DWORD0,1001YX006_AIN,IN
C3,36,1001PU_HW,16 Words Input,M2E2_36_2,M2_IN_DWORD4,1001YX007_AIN,IN
C3,36,1001PU_HW,16 Words Input,M2E2_36_2,M2_IN_DWORD8,1001YX009_AIN,IN
C3,36,1001PU_HW,16 Words Input,M2E2_36_2,M2_IN_DWORD12,1001YF010_AIN,IN
C3,36,1001PU_HW,16 Words Input,M2E2_36_2,M2_IN_DWORD16,1001YT002_AIN,IN
C3,36,1001PU_HW,16 Words Input,M2E2_36_2,M2_IN_DWORD20,1001YF025_AIN,IN
C3,36,1001PU_HW,16 Words Input,M2E2_36_2,M2_IN_DWORD24,1001YF026_AIN,IN
C3,36,1001PU_HW,16 Words Input,M2E2_36_2,M2_IN_DWORD28,1001YF027_AIN,IN
C3,36,1001PU_HW,16 Words Input,M2E2_36_3,M3_IN_DWORD0,1001YX008_AIN,IN
C3,36,1001PU_HW,16 Words Input,M2E2_36_3,M3_IN_DWORD4,1001PU001XT1_AIN,IN
C3,36,1001PU_HW,16 Words Input,M2E2_36_3,M3_IN_DWORD8,1001PU001XT2_AIN,IN
C3,36,1001PU_HW,16 Words Input,M2E2_36_3,M3_IN_DWORD12,1001PU002XT1_AIN,IN
C3,36,1001PU_HW,16 Words Input,M2E2_36_3,M3_IN_DWORD16,1001PU002XT2_AIN,IN
C3,36,1001PU_HW,16 Words Input,M2E2_36_3,M3_IN_DWORD20,,IN
C3,36,1001PU_HW,16 Words Input,M2E2_36_3,M3_IN_WORD24,1001PU_Word1,IN
C3,36,1001PU_HW,16 Words Input,M2E2_36_3,M3_IN_WORD26,1001PU_Word2,IN
C3,36,1001PU_HW,16 Words Input,M2E2_36_3,M3_IN_WORD28,1001PU_Word3,IN
C3,36,1001PU_HW,16 Words Input,M2E2_36_3,M3_IN_WORD30,1001PU_Word4,IN
C3,36,1001PU_HW,16 Words Input,M2E2_36_4,M4_IN_WORD0,1001PU_Word5,IN
C3,36,1001PU_HW,16 Words Input,M2E2_36_4,M4_IN_WORD2,1001PU_Word6,IN
C3,36,1001PU_HW,16 Words Input,M2E2_36_4,M4_IN_WORD4,1001PU_Word7,IN
C3,36,1001PU_HW,16 Words Input,M2E2_36_4,M4_IN_WORD6,1001PU_Word8,IN
C3,36,1001PU_HW,16 Words Input,M2E2_36_4,M4_IN_WORD8,1001PU_Word9,IN
C3,36,1001PU_HW,16 Words Input,M2E2_36_4,M4_IN_WORD10,1001PU_Word10,IN
C3,36,1001PU_HW,16 Words Input,M2E2_36_4,M4_IN_WORD12,1001PU_Word11,IN
C3,36,1001PU_HW,16 Words Input,M2E2_36_4,M4_IN_WORD14,1001PU_Word12,IN
C3,36,1001PU_HW,16 Words Input,M2E2_36_4,M4_IN_WORD16,1001PU_Word13,IN
C3,36,1001PU_HW,16 Words Input,M2E2_36_4,M4_IN_WORD18,1001PU_Word14,IN
C3,36,1001PU_HW,16 Words Input,M2E2_36_4,M4_IN_WORD20,,IN
C3,36,1001PU_HW,16 Words Input,M2E2_36_4,M4_IN_WORD22,,IN
C3,36,1001PU_HW,16 Words Input,M2E2_36_4,M4_IN_WORD24,,IN
C3,36,1001PU_HW,16 Words Input,M2E2_36_4,M4_IN_WORD26,,IN
C3,36,1001PU_HW,16 Words Input,M2E2_36_4,M4_IN_WORD28,,IN
C3,36,1001PU_HW,16 Words Input,M2E2_36_4,M4_IN_WORD30,,IN
C3,36,1001PU_HW,8 Words Output,M2E2_36_5,M5_OUT_DWORD0,1001YL001_DW,OUT
C3,36,1001PU_HW,8 Words Output,M2E2_36_5,M5_OUT_DWORD4,1001YF016_DW,OUT
C3,36,1001PU_HW,8 Words Output,M2E2_36_5,M5_OUT_WORD8,1001PU001_OutW1,OUT
C3,36,1001PU_HW,8 Words Output,M2E2_36_5,M5_OUT_WORD10,1001PU001_OutW2,OUT
C3,36,1001PU_HW,8 Words Output,M2E2_36_5,M5_OUT_WORD12,1001PU001_OutW3,OUT
C3,36,1001PU_HW,8 Words Output,M2E2_36_5,M5_OUT_WORD14,1001PU001_OutW4,OUT
C3,37,5101YN030_SOS,Basistyp 2,M2E2_37_0,M0_IN_WORD0,5101YN030_STA,IN
C3,37,5101YN030_SOS,Basistyp 2,M2E2_37_0,M0_IN_UINT2,5101YN030_CT,IN
C3,37,5101YN030_SOS,Basistyp 2,M2E2_37_0,M0_OUT_WORD0,5101YN030_CT1,OUT
C3,38,1801YN002_SOS,Basistyp 2,M2E2_38_0,M0_IN_WORD0,1801YN002_STA,IN
C3,38,1801YN002_SOS,Basistyp 2,M2E2_38_0,M0_IN_UINT2,1801YN002_CT,IN
C3,38,1801YN002_SOS,Basistyp 2,M2E2_38_0,M0_OUT_WORD0,1801YN002_CT1,OUT
C3,39,1801YN003_SOS,Basistyp 2,M2E2_39_0,M0_IN_WORD0,1801YN003_STA,IN
C3,39,1801YN003_SOS,Basistyp 2,M2E2_39_0,M0_IN_UINT2,1801YN003_CT,IN
C3,39,1801YN003_SOS,Basistyp 2,M2E2_39_0,M0_OUT_WORD0,1801YN003_CT1,OUT
C3,40,1801YN001_SOS,Basistyp 2,M2E2_40_0,M0_OUT_WORD0,1801YN001_CT1,OUT
C3,40,1801YN001_SOS,Basistyp 2,M2E2_40_0,M0_IN_WORD0,1801YN001_STA,IN
C3,40,1801YN001_SOS,Basistyp 2,M2E2_40_0,M0_IN_UINT2,1801YN001_CT,IN
C3,41,5101YN040_SOS,Basistyp 2,M2E2_41_0,M0_IN_WORD0,5101YN040_STA,IN
C3,41,5101YN040_SOS,Basistyp 2,M2E2_41_0,M0_IN_UINT2,5101YN040_CT,IN
C3,41,5101YN040_SOS,Basistyp 2,M2E2_41_0,M0_OUT_WORD0,5101YN040_CT1,OUT
C3,42,5101YN004_SOS,Basistyp 2,M2E2_42_0,M0_IN_WORD0,5101YN004_STA,IN
C3,42,5101YN004_SOS,Basistyp 2,M2E2_42_0,M0_IN_UINT2,5101YN004_CT,IN
C3,42,5101YN004_SOS,Basistyp 2,M2E2_42_0,M0_OUT_WORD0,5101YN004_CT1,OUT
C3,43,5101YN025_SOS,Basistyp 2,M2E2_43_0,M0_IN_WORD0,5101YN025_STA,IN
C3,43,5101YN025_SOS,Basistyp 2,M2E2_43_0,M0_IN_UINT2,5101YN025_CT,IN
C3,43,5101YN025_SOS,Basistyp 2,M2E2_43_0,M0_OUT_WORD0,5101YN025_CT1,OUT
C3,44,5101YN020_DOL,Basistyp 2,M2E2_44_0,M0_IN_WORD0,5101YN020_STA,IN
C3,44,5101YN020_DOL,Basistyp 2,M2E2_44_0,M0_IN_UINT2,5101YN020_CT,IN
C3,44,5101YN020_DOL,Basistyp 2,M2E2_44_0,M0_OUT_WORD0,5101YN020_CT1,OUT
C3,45,5101YN021_DOL,Basistyp 2,M2E2_45_0,M0_IN_WORD0,5101YN021_STA,IN
C3,45,5101YN021_DOL,Basistyp 2,M2E2_45_0,M0_IN_UINT2,5101YN021_CT,IN
C3,45,5101YN021_DOL,Basistyp 2,M2E2_45_0,M0_OUT_WORD0,5101YN021_CT1,OUT
C3,46,5101YN022_DOL,Basistyp 2,M2E2_46_0,M0_IN_WORD0,5101YN022_STA,IN
C3,46,5101YN022_DOL,Basistyp 2,M2E2_46_0,M0_IN_UINT2,5101YN022_CT,IN
C3,46,5101YN022_DOL,Basistyp 2,M2E2_46_0,M0_OUT_WORD0,5101YN022_CT1,OUT
C3,47,5101YN041_DOL,Basistyp 2,M2E2_47_0,M0_IN_WORD0,5101YN041_STA,IN
C3,47,5101YN041_DOL,Basistyp 2,M2E2_47_0,M0_IN_UINT2,5101YN041_CT,IN
C3,47,5101YN041_DOL,Basistyp 2,M2E2_47_0,M0_OUT_WORD0,5101YN041_CT1,OUT
C3,48,5101YN039_VFD,"Standard telegram 20, PZD-2/6",M2E2_48_0,M0_IN_WORD0,5101YN039_STA,IN
C3,48,5101YN039_VFD,"Standard telegram 20, PZD-2/6",M2E2_48_0,M0_IN_INT2,5101YN039_SP,IN
C3,48,5101YN039_VFD,"Standard telegram 20, PZD-2/6",M2E2_48_0,M0_IN_INT4,5101YN039_CT,IN
C3,48,5101YN039_VFD,"Standard telegram 20, PZD-2/6",M2E2_48_0,M0_IN_INT6,5101YN039_TQ,IN
C3,48,5101YN039_VFD,"Standard telegram 20, PZD-2/6",M2E2_48_0,M0_IN_INT8,5101YN039_PW,IN
C3,48,5101YN039_VFD,"Standard telegram 20, PZD-2/6",M2E2_48_0,M0_IN_WORD10,,IN
C3,48,5101YN039_VFD,"Standard telegram 20, PZD-2/6",M2E2_48_0,M0_OUT_WORD0,5101YN039_CTR,OUT
C3,48,5101YN039_VFD,"Standard telegram 20, PZD-2/6",M2E2_48_0,M0_OUT_INT2,5101YN039_VOU,OUT
C3,49,5101YN024_SOS,Basistyp 2,M2E2_49_0,M0_IN_WORD0,5101YN024_STA,IN
C3,49,5101YN024_SOS,Basistyp 2,M2E2_49_0,M0_IN_UINT2,5101YN024_CT,IN
C3,49,5101YN024_SOS,Basistyp 2,M2E2_49_0,M0_OUT_WORD0,5101YN024_CT1,OUT
C3,50,5101YN023_SOS,Basistyp 2,M2E2_50_0,M0_IN_WORD0,5101YN023_STA,IN
C3,50,5101YN023_SOS,Basistyp 2,M2E2_50_0,M0_IN_UINT2,5101YN023_CT,IN
C3,50,5101YN023_SOS,Basistyp 2,M2E2_50_0,M0_OUT_WORD0,5101YN023_CT1,OUT
C3,51,5101YN038_DOL,Basistyp 2,M2E2_51_0,M0_IN_WORD0,5101YN038_STA,IN
C3,51,5101YN038_DOL,Basistyp 2,M2E2_51_0,M0_IN_UINT2,5101YN038_CT,IN
C3,51,5101YN038_DOL,Basistyp 2,M2E2_51_0,M0_OUT_WORD0,5101YN038_CT1,OUT
C3,52,5101YN029_SOS,Basistyp 2,M2E2_52_0,M0_IN_WORD0,5101YN029_STA,IN
C3,52,5101YN029_SOS,Basistyp 2,M2E2_52_0,M0_IN_UINT2,5101YN029_CT,IN
C3,52,5101YN029_SOS,Basistyp 2,M2E2_52_0,M0_OUT_WORD0,5101YN029_CT1,OUT
C3,53,5101YN007_SOS,Basistyp 2,M2E2_9_0,M0_IN_WORD0,5101YN007_STA,IN
C3,53,5101YN007_SOS,Basistyp 2,M2E2_9_0,M0_IN_UINT2,5101YN007_CT,IN
C3,53,5101YN007_SOS,Basistyp 2,M2E2_9_0,M0_OUT_WORD0,5101YN007_CT1,OUT
C3,56,GWY01,64 Bytes In,M2E2_58_0,M0_IN_INT1,5101YS004_AIN,IN
C3,56,GWY01,64 Bytes In,M2E2_58_0,M0_IN_INT3,5101YS038_AIN,IN
C3,56,GWY01,64 Bytes In,M2E2_58_0,M0_IN_INT4,5101YT003_AIN,IN
C3,56,GWY01,64 Bytes In,M2E2_58_0,M0_IN_INT7,5101YT004_AIN,IN
C3,56,GWY01,64 Bytes In,M2E2_58_0,M0_IN_INT13,5101YZ012_AIN,IN
C3,56,GWY01,64 Bytes In,M2E2_58_0,M0_IN_INT15,5101YZ013_AIN,IN
C3,56,GWY01,64 Bytes In,M2E2_58_0,M0_IN_INT17,5101YS011_AIN,IN
C3,56,GWY01,64 Bytes In,M2E2_58_0,M0_IN_INT21,5101YZ002_AIN,IN
C3,56,GWY01,64 Bytes In,M2E2_58_0,M0_IN_INT23,5101YS001_AIN,IN
C3,56,GWY01,64 Bytes In,M2E2_58_0,M0_IN_INT25,5101YZ006_AIN,IN
C3,56,GWY01,64 Bytes In,M2E2_58_0,M0_IN_INT27,5101YS003_AIN,IN
C3,56,GWY01,64 Bytes In,M2E2_58_0,M0_IN_INT29,5101YS041_AIN,IN
C3,56,GWY01,64 Bytes In,M2E2_58_0,M0_IN_INT31,5101YS021_AIN,IN
C3,56,GWY01,64 Bytes In,M2E2_58_0,M0_IN_INT32,5101PU001_AIN,IN
C3,56,GWY01,64 Bytes In,M2E2_58_0,M0_IN_INT39,5101YT001_AIN,IN
C3,56,GWY01,64 Bytes In,M2E2_58_0,M0_IN_INT41,5101YZ009_AIN,IN
C3,56,GWY01,64 Bytes In,M2E2_58_0,M0_IN_INT43,5101YZ018_AIN,IN
C3,56,GWY01,64 Bytes In,M2E2_58_0,M0_IN_INT45,5101YZ003_AIN,IN
C3,56,GWY01,64 Bytes In,M2E2_58_0,M0_IN_INT47,5101YZ008_AIN,IN
C3,56,GWY01,64 Bytes In,M2E2_58_0,M0_IN_INT49,5101YT002_AIN,IN
C3,56,GWY01,64 Bytes In,M2E2_58_0,M0_IN_INT51,,IN
C3,56,GWY01,64 Bytes In,M2E2_58_0,M0_IN_INT53,,IN
C3,56,GWY01,64 Bytes In,M2E2_58_0,M0_IN_INT55,,IN
C3,56,GWY01,64 Bytes In,M2E2_58_0,M0_IN_INT57,,IN
C3,56,GWY01,64 Bytes In,M2E2_58_0,M0_IN_INT59,,IN
C3,56,GWY01,64 Bytes In,M2E2_58_0,M0_IN_INT61,,IN
C3,56,GWY01,64 Bytes In,M2E2_58_1,M1_IN_INT0,,IN
C3,56,GWY01,64 Bytes In,M2E2_58_1,M1_IN_INT2,,IN
C3,56,GWY01,64 Bytes In,M2E2_58_1,M1_IN_INT4,5101YS017_AIN,IN
C3,56,GWY01,64 Bytes In,M2E2_58_1,M1_IN_INT6,5101PU002_AIN,IN
C3,56,GWY01,64 Bytes In,M2E2_58_1,M1_IN_INT8,,IN
C3,56,GWY01,64 Bytes In,M2E2_58_1,M1_IN_INT10,,IN
C3,56,GWY01,64 Bytes In,M2E2_58_1,M1_IN_INT12,5101YS039_AIN,IN
C3,56,GWY01,64 Bytes In,M2E2_58_1,M1_IN_INT14,,IN
C3,56,GWY01,64 Bytes In,M2E2_58_1,M1_IN_INT16,5101YZ026_AIN,IN
C3,56,GWY01,64 Bytes In,M2E2_58_1,M1_IN_INT18,5101YZ014_AIN,IN
C3,56,GWY01,64 Bytes In,M2E2_58_1,M1_IN_INT20,5101YZ010_AIN,IN
C3,56,GWY01,64 Bytes In,M2E2_58_1,M1_IN_INT22,5101YZ040_AIN,IN
C3,56,GWY01,64 Bytes In,M2E2_58_1,M1_IN_INT24,5101YZ015_AIN,IN
C3,56,GWY01,64 Bytes In,M2E2_58_1,M1_IN_INT26,5101YZ022_AIN,IN
C3,56,GWY01,64 Bytes In,M2E2_58_1,M1_IN_INT28,5101YS034_AIN,IN
C3,56,GWY01,64 Bytes In,M2E2_58_1,M1_IN_INT30,,IN
C3,56,GWY01,64 Bytes In,M2E2_58_1,M1_IN_INT32,,IN
C3,56,GWY01,64 Bytes In,M2E2_58_1,M1_IN_INT34,5101YS016_AIN,IN
C3,56,GWY01,64 Bytes In,M2E2_58_1,M1_IN_INT36,5101YZ031_AIN,IN
C3,56,GWY01,64 Bytes In,M2E2_58_1,M1_IN_INT38,5101YZ030_AIN,IN
C3,56,GWY01,64 Bytes In,M2E2_58_1,M1_IN_INT40,5101YT005_AIN,IN
C3,56,GWY01,64 Bytes In,M2E2_58_1,M1_IN_INT42,5101YT006_AIN,IN
C3,56,GWY01,64 Bytes In,M2E2_58_1,M1_IN_INT44,5101PU003_AIN,IN
